Cast,Country,Date Added,Description,Director,Duration,Listed In,Rating,Release Year,Show Id,Title,Type
"BelÃ§im Bilgin, Demet AkbaÄŸ, Asuman Dabak, Ayten SoykÃ¶k, Damla SÃ¶nmez, Mete HorozoÄŸlu, Ahmet MÃ¼mtaz Taylan, Yavuz BingÃ¶l, HÃ¼seyin Soysalan, Tolga KaraÃ§elik, Nihal YalÃ§Ä±n",Turkey,10-03-2017,"When a recently single psychologist moves to a new neighborhood, she finds friendship with women starting to rebel against years of domestic abuse.",Yusuf Pirhasan,100 min,"Comedies, Dramas, International Movies",TV-MA,2012,s7247,Kurtulus Son Durak,Movie
"Ariel Goldenberg, Rita Pokk, Breno Viola, Lima Duarte, Marco Luque, Daniel Torres, Monaliza Marchi, AmÃ©lia Bittencourt, Giulia de Souza Merigo, Deto Montenegro, Rui Unas",Brazil,15-02-2019,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together.",Marcelo GalvÃ£o,103 min,"Comedies, Dramas, Independent Movies",TV-MA,2012,s4101,Buddies,Movie
"Kohtee Aramboy, Yingsak Chonglertjetsadawong, Jaturong Mokjok, Waraphat Phatsathit, Wiradit Srimalai, Ekkachai Srivichai, Varuth Waratham, Butsarin Yokpraipan",Thailand,16-08-2018,"After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business.",Poj Arnon,103 min,"Comedies, Horror Movies, International Movies",TV-MA,2012,s7645,Oh My Ghost 3,Movie
"Brady Corbet, Mati Diop, Constance Rousseau, Lila Salet, Solo, MichaÃ«l Abiteboul, Nicolas Ronchi, Ã‰tienne Rotha Moeng","United States, France",13-08-2020,"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction.",Antonio Campos,105 min,"Dramas, Independent Movies, Thrillers",TV-MA,2012,s2140,Simon Killer,Movie
"Mario Maurer, Natcha Juntapan, Monchanok Saengchaipiangpen, Nawapaiboon Wuthinanon, Kamolned Ruengsri, Sirapop Daongern, Rakchawan Maroukasonti, Poom Rungsrithananon, Patsomtat Sudprasert, Ranee Campen",Thailand,25-07-2018,A bullied student forms a bond with the leader of a youth gang and discovers the power and meaning of true friendship.,Atsajun Sattakovit,108 min,"Action & Adventure, Dramas, International Movies",TV-MA,2012,s7549,My True Friend,Movie
"Kay Kay Menon, Ranvir Shorey, Manu Rishi Chadha, Pradhuman Singh, Neha Bhasin, Jackie Shroff, Asrani, Neeraj Vora, Sharat Saxena, Tom Alter",India,28-12-2018,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai.",Rakesh Mehta,109 min,"Action & Adventure, Comedies, Dramas",TV-MA,2012,s4256,Life Ki Toh Lag Gayi,Movie
"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady",Egypt,20-06-2019,"To save his fatherâ€™s company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him.",Ahmad El-Badri,110 min,"Comedies, International Movies",TV-MA,2012,s8461,The Player,Movie
"Eddie Garcia, Princess, Rez Cortez, Bibeth Orteza, Joey Paras, Allan Paule, Beverly Salviejo, Soxy Topacio, Armida Siguion-Reyna, Luz Valdez, Gardo Versoza","Philippines, Canada, United Kingdom, United States",16-12-2020,"Gruff and alone, retiree Rene rejects most human contact but begins to soften when he comes to terms with his homosexuality.",Jun Lana,110 min,"Dramas, International Movies, LGBTQ Movies",TV-MA,2012,s1535,Bwakaw,Movie
"Anil Kapoor, Ajay Devgn, Boman Irani, Kangna Ranaut, Zayed Khan, Mallika Sherawat, Avika Gor, Dominic Power, Sameera Reddy, Mohanlal","United Kingdom, India",01-12-2017,This high-octane thriller tells the story of a man on a mission to reclaim what was taken from him and the agent who's determined to stop him.,Priyadarshan,121 min,"Action & Adventure, International Movies, Music & Musicals",TV-MA,2012,s8172,Tezz,Movie
"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,27-02-2019,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.,Olivia M. Lamasan,132 min,"Dramas, International Movies, Romantic Movies",TV-MA,2012,s4079,The Mistress,Movie
"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,01-10-2017,"Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",Geun-hyun Cho,135 min,"Dramas, International Movies, Thrillers",TV-MA,2012,s5236,26 Years,Movie
"Kareena Kapoor, Arjun Rampal, Randeep Hooda, Divya Dutta, Govind Namdeo, Sanjay Suri, Mugdha Godse, Shahana Goswami, Ranvir Shorey, Lillete Dubey",India,01-11-2018,One woman experiences the dramatic highs and lows of fame in this voyeuristic glimpse past the glitz and glamour of a Bollywood superstar's life.,Madhur Bhandarkar,143 min,"Dramas, International Movies",TV-MA,2012,s4442,Heroine,Movie
Todd Glass,United States,31-12-2018,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark.",Jay Chapman,46 min,Stand-Up Comedy,TV-MA,2012,s4249,Todd Glass: Stand-Up Special,Movie
"Maria Bamford, Wayne Federman, Jackie Kashian",United States,25-08-2018,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents.",Jordan Brady,50 min,Stand-Up Comedy,TV-MA,2012,s4684,Maria Bamford: The Special Special Special,Movie
Felipe Esparza,United States,03-07-2018,"""Last Comic Standing"" winner Felipe Esparza runs riot in his first comedy special with his wry comments on life as a wild man from East Los Angeles.",Scott L. Montoya,58 min,Stand-Up Comedy,TV-MA,2012,s4787,Felipe Esparza: They're Not Going to Laugh at You,Movie
John Mulaney,United States,01-04-2018,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.",Ryan Polito,60 min,Stand-Up Comedy,TV-MA,2012,s4951,John Mulaney: New in Town,Movie
Katt Williams,United States,03-07-2018,"Urban comic Katt Williams ushers in Kattpacalypse, exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.",Marcus Raboy,61 min,Stand-Up Comedy,TV-MA,2012,s4789,Katt Williams: Kattpacalypse,Movie
Moshe Kasher,United States,01-01-2019,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.,Jay Chapman,61 min,Stand-Up Comedy,TV-MA,2012,s4223,Moshe Kasher: Live in Oakland,Movie
Donald Glover,United States,19-11-2016,"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.","Shannon Hartman, Michelle Caputo",65 min,Stand-Up Comedy,TV-MA,2012,s5713,Donald Glover: Weirdo,Movie
Bill Burr,United States,30-06-2018,"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",Jay Karas,69 min,Stand-Up Comedy,TV-MA,2012,s4804,Bill Burr: You People Are All the Same,Movie
Joan Rivers,United States,03-07-2018,"At 78, Joan Rivers has no interest in slowing down, and no one's immune from her caustic barbs in this stand-up special.",Scott L. Montoya,69 min,Stand-Up Comedy,TV-MA,2012,s4788,Joan Rivers: Don't Start with Me,Movie
Sebastian Maniscalco,United States,17-09-2019,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",Manny Rodriguez,76 min,Stand-Up Comedy,TV-MA,2012,s3513,Sebastian Maniscalco: What's Wrong with People?,Movie
"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake",Japan,15-10-2016,"Loner Guts is recruited by Griffith and his band of mercenaries, but their ensuing success as a full-fledged army could lead to a horrible fate.",Toshiyuki Kubooka,77 min,"Action & Adventure, Anime Features, International Movies",TV-MA,2012,s5748,Berserk: The Golden Age Arc I - The Egg of the King,Movie
"Rahul Bairagi, Arbaaz Khan, Tejas Parvatkar, Dhanshree Jain, Salman Khan, Aftab Khan",India,15-11-2016,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",Manjeet Singh,77 min,"Dramas, Independent Movies, International Movies",TV-MA,2012,s5719,Mumbai Cha Raja,Movie
Jeff Dunham,United States,15-03-2019,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer.",Manny Rodriguez,80 min,Stand-Up Comedy,TV-MA,2012,s4010,Jeff Dunham: Minding the Monsters,Movie
"Russell Brand, Billy Connolly, Tim Curry, Eric Idle, Eddie Izzard, Jane Leeves, Jim Piddock, Tracey Ullman, Sophie Winkleman",United States,02-10-2018,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.","Eric Idle, Aubrey Powell",81 min,"Comedies, Music & Musicals",TV-MA,2012,s4541,Eric ldle's What About Dick?,Movie
,"Brazil, United States",01-09-2019,"In this documentary, the director remembers a sister who left behind her life under Brazilâ€™s dictatorship and moved to New York with dreams of acting.",Petra Costa,81 min,"Documentaries, International Movies",TV-MA,2012,s3539,Elena,Movie
"Talal El-Jordi, Karina Logue, Badih Abou Chakra, Tariq Tamim, Omar Mikati, Hiam Abou Chedid, Mahmoud Mabsout, Aida Sabra","Lebanon, United States, United Arab Emirates",19-10-2020,A taxi driver new to Beirut forms an unlikely bond with a bored American Pilates instructor who loves hearing him tell stories about his past.,Daniel Joseph,81 min,"Dramas, International Movies",TV-MA,2012,s1825,Taxi Ballad,Movie
"Cam Gigandet, Anson Mount, Freddy RodrÃ­guez, Xzibit, Kathleen Robertson, Robert Knepper, Eddie Kaye Thomas, Kenneth Miller, William Fichtner, Jenny Gabrielle, Mo Gallini",United States,01-01-2020,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound.",John Stockwell,90 min,Action & Adventure,TV-MA,2012,s7964,Seal Team Six: The Raid on Osama Bin Laden,Movie
"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,01-09-2017,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",Toshiyuki Kubooka,92 min,"Action & Adventure, Anime Features, International Movies",TV-MA,2012,s5293,Berserk: The Golden Age Arc II - The Battle for Doldrey,Movie
"Edwin Goh, Ian Fang Weijie, Phua Yida, Kimberly Chia",Singapore,20-12-2018,"After a brawl lands him in a Boysâ€™ Home, a teen seems to be on a promising path until loyalty to his gangster buddy leads to even bigger trouble.",Steve Cheng,95 min,"Action & Adventure, International Movies",TV-MA,2012,s4281,Imperfect,Movie
"Tamer Hosny, Mai Ezzidine, Ezzat Abou Aouf, Lamitta Frangieh",Egypt,25-04-2019,"In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salmaâ€™s wishes that he opt for a more stable job.",Mohamed Samy,97 min,"Comedies, International Movies, Romantic Movies",TV-MA,2012,s7651,Omar and Salma 3,Movie
"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",,25-04-2019,A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.,Ahmad El-Badri,98 min,"Comedies, International Movies",TV-MA,2012,s6046,A Mission in an Old Movie,Movie
"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Egypt,21-06-2019,"Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him.",Tarek Abdel Moaty,99 min,"Dramas, International Movies",TV-MA,2012,s6878,Good Luck,Movie
"Demet AkbaÄŸ, Sermiyan Midyat, Mahir Ä°pek, GÃ¼lhan Tekin, Burcu GÃ¶nder, Cezmi BaskÄ±n, Renan Bilek, Ayberk Attila, RÄ±za AkÄ±n, BÃ¼lent Ã‡olak",Turkey,10-03-2017,"When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",Sermiyan Midyat,100 min,"Comedies, International Movies",TV-MA,2013,s6905,HÃ¼kÃ¼met Kadin,Movie
"Georges Khabbaz, Lara Rain, Emmanuel Khairallah, Samir Youssef, Camille Salameh, Rodrigue Sleiman, Caroline Labaki, Giselle Boueiz, Christine Choueiri",Lebanon,19-10-2020,"When the father of a boy with Down syndrome resists his neighbors' efforts to have the child institutionalized, miraculous events begin to occur.",Amin Dora,101 min,"Comedies, Dramas, International Movies",TV-MA,2013,s1820,Ghadi,Movie
"Joey Rasdien, David Kau, David Kibuuka, Chris Forrest, Santhiran Moonsamy, Quentin Krog, Kaseran Pillay, Mabutho Sithole, Mel Miller, Kagiso Lediga, Craig Urbani",South Africa,27-12-2019,"Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.",Andrew Wessels,102 min,"Action & Adventure, Comedies, International Movies",TV-MA,2013,s3091,Blitz Patrollie,Movie
"Nawazuddin Siddiqui, Geetanjali Thapa, Manya Gupta, Murari Kumar",India,01-07-2017,A woman from a small mountain village disobeys her village elders and sets out for the big city in search of her missing husband.,Geetu Mohandas,104 min,"Dramas, Independent Movies, International Movies",TV-MA,2013,s5399,Liar's Dice,Movie
"Sinem Kobal, Engin Altan DÃ¼zyatan, Sedef AvcÄ±, Cemal HÃ¼nal, Burcu Kara, GÃ¼rgen Ã–z, Ã–ykÃ¼ Ã‡elik, GÃ¶kÃ§e Ã–zyol",Turkey,12-03-2021,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party.",Erol Ã–zlevi,105 min,"Comedies, International Movies, Romantic Movies",TV-MA,2013,s1217,Romantik Komedi 2: BekarlÄ±ÄŸa Veda,Movie
"Ahmed Hassan, Khalid Abdalla, Magdy Ashour, Ramy Essam, Bothaina Kamel, Dina Abdullah, Aida Elkashef, Ragia Omran, Pierre Seyoufr, Dina Amer, Sherif Boray, Khaled Nagy, Salma Saied, Ahmed Saleh, Alaa Seif","United Kingdom, Egypt, United States",17-01-2014,"This Emmy-winning, street-level view of the 2011 Egyptian Revolution captures the astonishing uprising that led to the collapse of two governments.",Jehane Noujaim,105 min,"Documentaries, International Movies",TV-MA,2013,s5936,The Square,Movie
"Chandan Roy Sanyal, Elena Kazan, Kumar Mayank, Sonia Bindra, Arfi Lamba","India, Switzerland",01-12-2017,The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.,Ashish R. Shukla,106 min,"Dramas, Independent Movies, International Movies",TV-MA,2013,s7790,Prague,Movie
"Jack O'Connell, Ben Mendelsohn, Rupert Friend, Sam Spruell, Anthony Welsh, David Ajala, Peter Ferdinando, Gershwyn Eustache Jnr, Ashley Chin, Raphael Sowole, Gilly Gilchrist, Tommy McDonnell",United Kingdom,29-08-2019,"A British juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father.",David Mackenzie,106 min,"Dramas, Independent Movies, International Movies",TV-MA,2013,s8085,Starred Up,Movie
"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,01-09-2017,"A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",Toshiyuki Kubooka,107 min,"Action & Adventure, Anime Features, International Movies",TV-MA,2013,s5294,Berserk: The Golden Age Arc III - The Advent,Movie
"Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot",Thailand,01-09-2018,"Mak's friends just want to protect him, but his wife Nak won't let a small thing like her own death get in the way of true love in this horror-comedy.",Banjong Pisanthanakun,112 min,"Comedies, Horror Movies, International Movies",TV-MA,2013,s7721,Pee Mak,Movie
"Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad",India,01-11-2018,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.,Abhishek Kapoor,120 min,"Dramas, International Movies, Sports Movies",TV-MA,2013,s4446,Kai Po Che!,Movie
